"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 04 02:25:22 UTC 2026","Thu Jun 04 02:25:22 UTC 2026","3","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","databaseValidatesPositiveSettlementAmounts","Database validates positive settlement amounts",""
"passed","Thu Jun 04 02:25:14 UTC 2026","Thu Jun 04 02:25:14 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","uiProductsTemplate","UI - Products and Services template",""
"passed","Thu Jun 04 02:25:28 UTC 2026","Thu Jun 04 02:25:28 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.coverage.api.DtccAllureApiSuitesTest","com.dtcc.automation.coverage.api.DtccAllureApiSuitesTest","apiContractCoverageIsDocumented","API suite validates public-safe backend contract evidence","Adds API endpoint evidence to Allure Suites, Packages, Behaviors, and Graphs views."
"passed","Thu Jun 04 02:25:21 UTC 2026","Thu Jun 04 02:25:21 UTC 2026","3","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","databaseParameterizedLookupFindsTransactionReference","Database parameterized lookup finds transaction reference",""
"passed","Thu Jun 04 02:25:18 UTC 2026","Thu Jun 04 02:25:18 UTC 2026","24","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","apiResponseIncludesRateLimitHeader","API response includes rate-limit header",""
"passed","Thu Jun 04 02:25:14 UTC 2026","Thu Jun 04 02:25:14 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","uiVisualSmoke","UI - Visual smoke",""
"passed","Thu Jun 04 02:25:14 UTC 2026","Thu Jun 04 02:25:14 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","apiNoticeSearch","API - Notice search",""
"passed","Thu Jun 04 02:25:29 UTC 2026","Thu Jun 04 02:25:29 UTC 2026","560","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.ui.SeleniumOrderLifecycleTest","com.dtcc.automation.ui.SeleniumOrderLifecycleTest","userCanCompleteFullOrderLifecycleWithSelenium","Selenium validates login, catalogue selection, cart, checkout, submit, and confirmation",""
"passed","Thu Jun 04 02:25:14 UTC 2026","Thu Jun 04 02:25:14 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","apiClientDocument","API - Client document lookup",""
"passed","Thu Jun 04 02:25:14 UTC 2026","Thu Jun 04 02:25:14 UTC 2026","1","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","dbActiveView","DB - Active settlement view",""
"passed","Thu Jun 04 02:25:14 UTC 2026","Thu Jun 04 02:25:14 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccAdditionalAllureCoverageTest","com.dtcc.automation.reports.DtccAdditionalAllureCoverageTest","apiBackendContractEvidenceIsRepresented","API/Backend - Public-safe API contract evidence is represented",""
"passed","Thu Jun 04 02:25:28 UTC 2026","Thu Jun 04 02:25:28 UTC 2026","1","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.coverage.db.DtccAllureDbSuitesTest","com.dtcc.automation.coverage.db.DtccAllureDbSuitesTest","dbCoverageIsDocumented","DB suite validates SQL evidence","Adds database validation evidence to Allure packages, behaviors, and suites."
"passed","Thu Jun 04 02:25:28 UTC 2026","Thu Jun 04 02:25:28 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.coverage.ui.DtccAllureUiSuitesTest","com.dtcc.automation.coverage.ui.DtccAllureUiSuitesTest","uiPageCoverageMetadataIsDocumented","UI suite validates DTCC public page coverage metadata","Adds UI page-template evidence to Allure Suites, Packages, and Behaviors tabs."
"passed","Thu Jun 04 02:25:12 UTC 2026","Thu Jun 04 02:25:12 UTC 2026","40","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccPublicAllureShowcaseTest","com.dtcc.automation.reports.DtccPublicAllureShowcaseTest","restRiskEndpointRejectsMissingAuthorization","REST risk endpoint rejects missing authorization",""
"passed","Thu Jun 04 02:25:28 UTC 2026","Thu Jun 04 02:25:28 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.coverage.ui.DtccAllureUiSuitesTest","com.dtcc.automation.coverage.ui.DtccAllureUiSuitesTest","uiPageCoverageMetadataIsDocumented","UI suite validates DTCC public page coverage metadata","Adds UI page-template evidence to Allure Suites, Packages, and Behaviors tabs."
"passed","Thu Jun 04 02:25:04 UTC 2026","Thu Jun 04 02:25:05 UTC 2026","267","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccPublicAllureShowcaseTest","com.dtcc.automation.reports.DtccPublicAllureShowcaseTest","invalidLoginDoesNotExposeCatalogPanel","Invalid login does not expose catalog content",""
"passed","Thu Jun 04 02:25:14 UTC 2026","Thu Jun 04 02:25:14 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","uiAccessibilitySmoke","UI - Accessibility smoke",""
"passed","Thu Jun 04 02:25:20 UTC 2026","Thu Jun 04 02:25:20 UTC 2026","4","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","databaseCreatesSettlementTable","Database creates settlement table",""
"passed","Thu Jun 04 02:25:06 UTC 2026","Thu Jun 04 02:25:06 UTC 2026","65","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccPublicAllureShowcaseTest","com.dtcc.automation.reports.DtccPublicAllureShowcaseTest","loginPasswordFieldHasAccessibleLabel","Mock DTCC login page exposes accessible password field",""
"passed","Thu Jun 04 02:25:11 UTC 2026","Thu Jun 04 02:25:11 UTC 2026","51","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccPublicAllureShowcaseTest","com.dtcc.automation.reports.DtccPublicAllureShowcaseTest","restMarketStatusEndpointReturnsOpenStatus","REST market status endpoint returns public-safe response",""
"passed","Thu Jun 04 02:25:23 UTC 2026","Thu Jun 04 02:25:24 UTC 2026","421","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","uiCheckoutEnablesSubmitPayment","UI checkout enables submit payment",""
"passed","Thu Jun 04 02:25:14 UTC 2026","Thu Jun 04 02:25:14 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","apiMarketStatus","API - Market status schema",""
"passed","Thu Jun 04 02:25:07 UTC 2026","Thu Jun 04 02:25:08 UTC 2026","471","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccPublicAllureShowcaseTest","com.dtcc.automation.reports.DtccPublicAllureShowcaseTest","paymentDisplaysSuccessConfirmation","Confirmation banner appears after payment",""
"passed","Thu Jun 04 02:25:30 UTC 2026","Thu Jun 04 02:25:30 UTC 2026","186","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.api.BackendTransactionTest","com.dtcc.automation.api.BackendTransactionTest","validateTransactionLifecycleAndDatabaseState","validateTransactionLifecycleAndDatabaseState",""
"passed","Thu Jun 04 02:25:14 UTC 2026","Thu Jun 04 02:25:14 UTC 2026","1","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccAdditionalAllureCoverageTest","com.dtcc.automation.reports.DtccAdditionalAllureCoverageTest","databaseValidationEvidenceIsRepresented","Database - SQL validation evidence is represented",""
"passed","Thu Jun 04 02:25:28 UTC 2026","Thu Jun 04 02:25:28 UTC 2026","1","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.coverage.reportui.DtccAllureReportUiSuitesTest","com.dtcc.automation.coverage.reportui.DtccAllureReportUiSuitesTest","reportUiCoverageIsDocumented","Report UI suite validates report portal evidence","Adds report UI evidence to Allure so the report itself has visible suite and behavior data."
"passed","Thu Jun 04 02:25:24 UTC 2026","Thu Jun 04 02:25:24 UTC 2026","80","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","uiLoginControlsExposeClearLabels","UI login controls expose clear labels",""
"passed","Thu Jun 04 02:25:08 UTC 2026","Thu Jun 04 02:25:08 UTC 2026","1","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccPublicAllureShowcaseTest","com.dtcc.automation.reports.DtccPublicAllureShowcaseTest","publicDtccWebsiteMetadataIsAttached","DTCC public site metadata is represented in the report","Records the public DTCC URL as the website under test without using private systems or credentials."
"passed","Thu Jun 04 02:25:03 UTC 2026","Thu Jun 04 02:25:03 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccPublicAllureShowcaseTest","com.dtcc.automation.reports.DtccPublicAllureShowcaseTest","globalReportEvidenceAttachmentIsPublished","Global report evidence attachment is published","Adds a single human-readable evidence inventory so the Allure Details tab has useful context."
"passed","Thu Jun 04 02:25:06 UTC 2026","Thu Jun 04 02:25:07 UTC 2026","412","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccPublicAllureShowcaseTest","com.dtcc.automation.reports.DtccPublicAllureShowcaseTest","orderConversionShowsPaymentButton","Payment button appears after order conversion",""
"passed","Thu Jun 04 02:25:11 UTC 2026","Thu Jun 04 02:25:11 UTC 2026","140","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccPublicAllureShowcaseTest","com.dtcc.automation.reports.DtccPublicAllureShowcaseTest","restOrderEndpointAcceptsSanitizedPayload","REST order endpoint accepts sanitized payload",""
"passed","Thu Jun 04 02:25:28 UTC 2026","Thu Jun 04 02:25:28 UTC 2026","2","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.coverage.api.DtccAllureApiSuitesTest","com.dtcc.automation.coverage.api.DtccAllureApiSuitesTest","apiContractCoverageIsDocumented","API suite validates public-safe backend contract evidence","Adds API endpoint evidence to Allure Suites, Packages, Behaviors, and Graphs views."
"passed","Thu Jun 04 02:25:17 UTC 2026","Thu Jun 04 02:25:17 UTC 2026","26","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","apiHealthEndpointReturnsServiceIdentity","API health endpoint returns service identity",""
"passed","Thu Jun 04 02:25:14 UTC 2026","Thu Jun 04 02:25:14 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","dbPiiMasking","DB - PII masking",""
"passed","Thu Jun 04 02:25:17 UTC 2026","Thu Jun 04 02:25:17 UTC 2026","21","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","apiDuplicateOrderReturnsConflict","API duplicate order returns conflict",""
"passed","Thu Jun 04 02:25:14 UTC 2026","Thu Jun 04 02:25:14 UTC 2026","1","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccAdditionalAllureCoverageTest","com.dtcc.automation.reports.DtccAdditionalAllureCoverageTest","dtccWebsiteAreaHasDefinedAutomationScope","UI/Content - DTCC website area has defined automation scope","Adds detailed Allure records for the primary areas of dtcc.com and what the automation framework should validate."
"passed","Thu Jun 04 02:25:14 UTC 2026","Thu Jun 04 02:25:14 UTC 2026","1","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccAdditionalAllureCoverageTest","com.dtcc.automation.reports.DtccAdditionalAllureCoverageTest","apiBackendContractEvidenceIsRepresented","API/Backend - Public-safe API contract evidence is represented",""
"passed","Thu Jun 04 02:25:26 UTC 2026","Thu Jun 04 02:25:27 UTC 2026","467","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","uiPaymentConfirmationIncludesLifecycleWording","UI payment confirmation includes transaction lifecycle wording",""
"passed","Thu Jun 04 02:25:25 UTC 2026","Thu Jun 04 02:25:25 UTC 2026","62","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","uiLoginPanelIsVisibleOnFirstLoad","UI login panel is visible on first load",""
"passed","Thu Jun 04 02:25:28 UTC 2026","Thu Jun 04 02:25:28 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.coverage.ui.DtccAllureUiSuitesTest","com.dtcc.automation.coverage.ui.DtccAllureUiSuitesTest","uiPageCoverageMetadataIsDocumented","UI suite validates DTCC public page coverage metadata","Adds UI page-template evidence to Allure Suites, Packages, and Behaviors tabs."
"passed","Thu Jun 04 02:25:28 UTC 2026","Thu Jun 04 02:25:28 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.coverage.db.DtccAllureDbSuitesTest","com.dtcc.automation.coverage.db.DtccAllureDbSuitesTest","dbCoverageIsDocumented","DB suite validates SQL evidence","Adds database validation evidence to Allure packages, behaviors, and suites."
"passed","Thu Jun 04 02:25:05 UTC 2026","Thu Jun 04 02:25:05 UTC 2026","254","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccPublicAllureShowcaseTest","com.dtcc.automation.reports.DtccPublicAllureShowcaseTest","keyboardLoginFlowWorks","Keyboard login flow works from password field",""
"passed","Thu Jun 04 02:25:14 UTC 2026","Thu Jun 04 02:25:14 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccAdditionalAllureCoverageTest","com.dtcc.automation.reports.DtccAdditionalAllureCoverageTest","dtccWebsiteAreaHasDefinedAutomationScope","UI/Content - DTCC website area has defined automation scope","Adds detailed Allure records for the primary areas of dtcc.com and what the automation framework should validate."
"passed","Thu Jun 04 02:25:28 UTC 2026","Thu Jun 04 02:25:28 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.coverage.db.DtccAllureDbSuitesTest","com.dtcc.automation.coverage.db.DtccAllureDbSuitesTest","dbCoverageIsDocumented","DB suite validates SQL evidence","Adds database validation evidence to Allure packages, behaviors, and suites."
"passed","Thu Jun 04 02:25:14 UTC 2026","Thu Jun 04 02:25:14 UTC 2026","1","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","apiInvalidQuantity","API - Invalid quantity",""
"passed","Thu Jun 04 02:25:14 UTC 2026","Thu Jun 04 02:25:14 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","apiContractVersion","API - Contract version",""
"passed","Thu Jun 04 02:25:28 UTC 2026","Thu Jun 04 02:25:29 UTC 2026","283","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.ui.LoginValidationTest","com.dtcc.automation.ui.LoginValidationTest","validUserCanLoginToMockOrderApplication","Valid login displays the catalogue area in the local mock app",""
"passed","Thu Jun 04 02:25:14 UTC 2026","Thu Jun 04 02:25:14 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccAdditionalAllureCoverageTest","com.dtcc.automation.reports.DtccAdditionalAllureCoverageTest","databaseValidationEvidenceIsRepresented","Database - SQL validation evidence is represented",""
"passed","Thu Jun 04 02:25:14 UTC 2026","Thu Jun 04 02:25:14 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","com.dtcc.automation.reports.DtccExtendedAllureCoverageTest","uiClientCenterStatus","UI - Client Center status",""
"passed","Thu Jun 04 02:25:19 UTC 2026","Thu Jun 04 02:25:19 UTC 2026","17","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","com.dtcc.automation.reports.DtccMoreAllureCoverageTest","apiStatusEndpointRespondsInsidePerformanceBudget","API status endpoint responds inside performance budget",""
"passed","Thu Jun 04 02:25:28 UTC 2026","Thu Jun 04 02:25:28 UTC 2026","0","DTCC Allure UI Report Suite","Allure Annotated UI API Database Tests","com.dtcc.automation.coverage.reportui.DtccAllureReportUiSuitesTest","com.dtcc.automation.coverage.reportui.DtccAllureReportUiSuitesTest","reportUiCoverageIsDocumented","Report UI suite validates report portal evidence","Adds report UI evidence to Allure so the report itself has visible suite and behavior data."
